資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,備註
130648,新北市幼兒常規疫苗接種合約醫療院所-新北市五股區成泰路2段69號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市五股區成泰路2段69號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130649,新北市幼兒常規疫苗接種合約醫療院所-新北市五股區自強路36號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市五股區自強路36號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130650,新北市幼兒常規疫苗接種合約醫療院所-新北市五股區凌雲路1段72號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市五股區凌雲路1段72號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130651,新北市幼兒常規疫苗接種合約醫療院所-新北市文化二路一段577號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市文化二路一段577號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130652,新北市幼兒常規疫苗接種合約醫療院所-新北市永和中山路1段158號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和中山路1段158號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130653,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中山路1段277號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中山路1段277號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130654,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中山路1段35號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中山路1段35號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130655,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中山路一段172號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中山路一段172號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130656,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中正路157號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中正路157號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130657,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中正路436號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中正路436號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130658,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區中興街80號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區中興街80號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130659,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區仁愛路147號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區仁愛路147號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130660,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區仁愛路303號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區仁愛路303號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130661,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區永平路282之1 號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區永平路282之1 號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130662,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區竹林路181號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區竹林路181號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130663,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區竹林路51號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區竹林路51號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130664,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區竹林路81號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區竹林路81號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130665,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區保安路212-1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區保安路212-1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130666,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區得和路122號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區得和路122號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130667,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區得和路198號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區得和路198號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130668,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區得和路275號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區得和路275號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130669,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區得和路340號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區得和路340號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130670,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區福和路195號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區福和路195號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130671,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區福和路199號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區福和路199號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130672,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區福和路258號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區福和路258號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130673,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區福和路278號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區福和路278號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130674,新北市幼兒常規疫苗接種合約醫療院所-新北市永和區福和路84號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市永和區福和路84號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130675,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區大同路2段171號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區大同路2段171號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130676,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區仁愛路140號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區仁愛路140號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130677,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區仁愛路187號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區仁愛路187號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130678,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區市忠孝東路343號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區市忠孝東路343號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130679,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區忠孝東路244號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區忠孝東路244號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130680,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區明峰街143號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區明峰街143號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130681,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區建成路18號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區建成路18號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130682,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區建成路59巷2號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區建成路59巷2號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130683,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區福德一路117-1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區福德一路117-1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130684,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區福德一路245號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區福德一路245號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130685,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區福德二路152號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區福德二路152號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130686,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區福德二路171號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區福德二路171號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130687,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區福德二路215號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區福德二路215號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130688,新北市幼兒常規疫苗接種合約醫療院所-新北市汐止區樟樹1路136號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市汐止區樟樹1路136號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130689,新北市幼兒常規疫苗接種合約醫療院所-新北市林口區公園路25號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市林口區公園路25號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130690,新北市幼兒常規疫苗接種合約醫療院所-新北市林口區民有街156號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市林口區民有街156號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130691,新北市幼兒常規疫苗接種合約醫療院所-新北市林口區忠孝路379號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市林口區忠孝路379號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130692,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區三民路2段110號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區三民路2段110號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130694,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區中山路1段279號3樓之1,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區中山路1段279號3樓之1,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130695,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區中山路1段91號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區中山路1段91號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130696,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區中山路2段198號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區中山路2段198號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130697,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區中山路一段104號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區中山路一段104號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130698,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區互助街77巷1號1樓,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區互助街77巷1號1樓,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130699,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區仁化街1號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區仁化街1號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130700,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區仁化街85號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區仁化街85號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130701,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區文化路1段216號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區文化路1段216號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130702,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區文化路2段137號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區文化路2段137號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130703,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區四川路1段188號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區四川路1段188號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130704,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區四川路2段245巷46號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區四川路2段245巷46號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130705,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區四川路一段143號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區四川路一段143號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130706,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區民權路218號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區民權路218號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130707,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區府中路143號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區府中路143號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130708,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區忠孝路19號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區忠孝路19號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
130709,新北市幼兒常規疫苗接種合約醫療院所-新北市板橋區忠孝路20號,新北市政府衛生局,生育保健,本資料集為新北市轄區內提供幼兒公費疫苗接種之合約醫療院所名冊-新北市板橋區忠孝路20號,No;district;name;tel;address;Type;Remark;time;vaccine,每月,政府資料開放授權條款-第1版,,2020/10/07 00:00,OAS說明文件:https://drive.google.com/file/d/1Uc1ReoYYr22-6_QGuBblsuHcx0jIpfYC/view?usp=sharing
