ID,開放建議標題,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,派發機關,分派狀態,回復狀態
28332,請問下載每周5更新後集保戶股權分散表路徑如何?,請問下載每周5更新後集保戶股權分散表路徑如何?<br/>(為上市櫃更新後資料全部一次下載非個別股票代號逐一查詢)<br/><br/>路徑請email:,請問下載每周5更新後集保戶股權分散表路徑如何?,請問下載每周5更新後集保戶股權分散表路徑如何?<br/><br/>-----<br/>請問下載每周5更新後集保戶股權分散表路徑如何?<br/>(為上市櫃更新後資料全部一次下載非個別股票代號逐一查詢)<br/><br/>路徑請email:naca0430@yahoo.com.tw,1036,何***堅,2016/03/0216:53,金融監督管理委員會,已分派,已回復
28346,關於學校彩妝相關科系畢業就業人數,彩妝、美髮、整體造型設計,彩妝、美髮、整體造型設計科系畢業生，畢業後從事相關行業的人數統計,想了解，並研究台灣關於彩妝、美髮、整體造型相關行業的未來走向。,1068,伍***鈺,2016/03/0220:34,教育部,已分派,已回復
28389,請問如何下載新制勞工退休和行政院開發基金交通部所投資上市櫃公司所有標的?,請問如何下載新制勞工退休和行政院開發基金交通部所投資上市櫃公司所有標的?<br/><br/>路徑請emailnaca0430@yahoo.,請問如何下載新制勞工退休和行政院開發基金交通部所投資上市櫃公司所有標的?,投資理財多繳稅<br/>-----<br/>請問如何下載新制勞工退休和行政院開發基金交通部所投資上市櫃公司所有標的?<br/><br/>路徑請emailnaca0430@yahoo.com.tw<br/>,1615,何***堅,2016/03/0320:44,國家發展委員會,已分派,已回復
28501,希望政府開放依照地區診所別的流感資料,依照地區診所別之流感資料,以日為單位的流感病例其中包含「類型」、「年齡」、「性別」...等。,希望能以趨勢預測的方式，製作一個APP，依照地區病例數的多寡和病例數的類型，來分析哪些地區屬於流感嚴重區域，告知民眾需要多多注意，提早預防疾病的發生。,905,潘***霆,2016/03/0820:46,衛生福利部,已分派,已回復
28626,可否新增更新前資料集內容搜尋,"以""每月氣象-局屬地面測站資料""為例<br/><br/>更新後只會有近9年的資料,可是比如想看2001-2006年的就無法查詢得知<br/>可否按所需年度提供資料集搜","之前更新內容(可能是歷年度或是其他""過期""資料)","提供的資料不夠完整連貫性<br/>這些資料其實都是一直存在的,也是可以開放的<br/>可是因為更新頻率就讓它消失而無法便民取得,不太合理<br/><br/>-----<br/>以""每月氣象-局屬地面測站資料""為例<br/><br/>更新後只會有近9年的資料,可是比如想看2001-2006年的就無法查詢得知<br/>可否按所需年度提供資料集搜尋下載?",1011,L****,2016/03/1408:54,交通部,已分派,已回復
28755,敬請開放「全國高中職、國中小題庫」,全國高中職、國中小題庫（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,各校各科上傳題庫之相關資料：學校所在縣市、學校名稱、年級、學年度、科目、種類、版本、點閱率、下載次數、試卷下載連結、答案卷下載連結...等,"由於國家教育研究院目前共收集了十二年國教各校題庫：19,724份，除了有良好的成效，且相關資料仍持續增加中，為使該網資源能夠充分被民眾使用，更可讓網站的共享機制更加完善。<br/>參考官網：全國中小學題庫網http://exam.naer.edu.tw/index.php",1194,o***n,2016/03/1716:48,教育部,已分派,已回復
28756,敬請開放「考選部歷年考畢試題」,考選部歷年考畢試題（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,各類試題相關資料：類科、科目、考試名稱、考試簡稱、關鍵字、考試年度、等級、下載次數、試卷下載連結、答案卷下載連結...等,收集了眾多題庫，且相關資料仍持續增加中，為使該網資源能夠充分被民眾使用，更可讓網站的共享機制更加完善。<br/>參考官網：中華民國考選部歷年考畢試題查詢(含測驗題答案)<br/>http://wwwc.moex.gov.tw/main/exam/wFrmExamQandASearch.aspx?menu_id=156&sub_menu_id=171,2281,o***n,2016/03/1716:50,本平臺營運窗口,已分派,已回復
28757,敬請開放「公路總局監理服務歷年筆試題庫」,公路總局監理服務歷年筆試題庫（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,各類科資料：考試類別、檔案編號、檔案名稱、副檔格式、大小、下載數、發佈單位、更新日期、下載連結...等,收集了眾多題庫，且相關資料仍持續增加中，為使該網資源能夠充分被民眾使用，更可讓網站的共享機制更加完善。<br/>參考官網：中華民國交通部公路總局<br/>http://www.thb.gov.tw/catalog?node=b729f4b5-54a7-4279-b1d3-a5771ee91eea,867,o***n,2016/03/1716:51,交通部,已分派,已回復
28815,每個資料集的資料格式可否統一。,每個資料集,無,1.開放資料是提供各階層及各領域人士下載，應有最起碼的ＣＳＶ格式。<br/>2.如JSON，ＸＭＬ亦建議每個資料集都能提供，以方便更多領域下載進行資料開發作業。,1147,W****,2016/03/2011:20,本平臺營運窗口,已分派,已回復
28838,政府採購電子網的招標公告可以提供資料集嗎,敬請開放政府採購電子網(gpis.pcc.gov.tw)內招標公告資料集,"機關資料(機關代碼,機關名稱)；採購資料(標案案號,標案名稱,標的分類,預算金額)；招標資料(招標方式,公告日);領投開標資料(截止投標時間,開標時間)；其他(廠商資格摘要)",上述欄位資料均已開放人工逐筆查詢，但因每日公告數量達數百筆，人工查詢相當耗時。建議開放XML格式資料集供有意投標廠商可以逐日取得後自行加值運用。,1424,C***l,2016/03/2111:53,行政院公共工程委員會,已分派,已回復
28878,機關名錄雙語詞彙,機關名錄雙語詞彙,機關代號、上級機關、中文名稱、英文名稱,原電子化政府（http://www.gov.tw）的機關名錄>政府組織>資料明細，雖已有英文名稱，但因資料量大，希望協助提機關名錄之中英對照詞彙等資訊。,2181,c***9,2016/03/2116:52,國家發展委員會,已分派,已回復
28973,希望你們能做得比停車大聲公更好,全台各縣市停車位查詢，空位資訊，價位費率，還有有多少停車格，有多少車位，有沒有限高等等資料,縣/市、區停車位、費率、營業時間、車格數目、即時車位、停車場類型,全台灣做最好的就是停車大聲公，但我不確定為什麼每個政府都不多釋放一些停車資料。從稅收的角度，你們也可以更有效地掌握停車場的營業額等等資訊，也才能真正做到便利民眾，落實OpenData不是嗎？如果政府部門在做這件事情上面有困難，不如就跟停車大聲公合作，也是一種解決方案吧？,1658,a***a,2016/03/2300:01,本平臺營運窗口,已分派,已回復
29067,敬請開放「救護車送醫時間資料集」,全台救護車送醫所花時間,1.救護地點<br/>2.救護車至救護地點所花時間<br/>3.救護地點至醫院所花時間,了解救護車運送所花時間,798,林***林,2016/03/2409:22,衛生福利部,已分派,已回復
29088,請提供高雄市消防水源(如消防栓)位置之GIS資料,高雄市消防水源(如消防栓)位置之GIS資料,高雄市消防水源(如消防栓)位置之GIS資料如座標或圖檔,作為分析用,1102,h***n,2016/03/2411:35,本平臺營運窗口,已分派,已回復
29201,請提供全國受管制廢汙水排放的廠商,全國廢汙水排放廠商清單,廠商名稱地址行業別排放許可量管制單位管制單位通報電話,讓全民了解住家附近有無非汙水排放廠商全民監督排放情形,917,江***益,2016/03/2500:15,行政院環境保護署,已分派,已回復
29761,各鄉鎮老人人口數量或比例,希望能提供每個鄉鎮的老人人口數量（64歲以上）,鄉鎮、老人人口數量,可以進而為老人族群來提供更深入服務,1816,W****,2016/03/2714:22,內政部,已分派,已回復
30276,索取近十年各壽險業新契約保費收入及個別業務員登錄人數,壽險業個別業務概況統計,壽險業,目前僅有加總統計無個別資料,1176,b***a,2016/04/0215:34,金融監督管理委員會,已分派,已回復
30277,各大醫院門診看診進度,各大醫院門診看診進度<br/>各大醫院門診列表<br/>各大醫院列表,各大醫院門診看診進度:門診名稱、診間號碼、醫師名稱、目前看診號碼、看診日期、更新時間<br/>各大醫院門診列表:門診分類、門診名稱、對應門診看診進度api位置、更新時間<br/>各大醫院列表:醫院代碼、醫院名稱、縣市、地區、地址、電話、經度、緯度、對應醫院門診列表api位置、更新時間,每次去醫院都看到很多人在等待看診，所以想寫個app來取得各醫院的看診進度，並用推播方式連絡使用者，讓看診的人不用把時間花在等待上。<br/>所以希望有3支API可以提供開發使用，「各大醫院門診看診進度」一定要是最即時的，最好每分鐘更新，這樣資訊才是有用的。<br/><br/>生命就是要浪費在美好的事物上，讓我們的生活更加便利。,1660,黃***威,2016/04/0223:43,衛生福利部,已分派,已回復
30306,請開放全台道路挖掘案件的資料集,全台道路挖掘案件資料集,"案號,開始施工日期,施工地點OR路段,預計完工日期",雖然內政部營建署已經有開設一個網站提供我們查詢<br/>但我覺得如果弄成資料集的話可以讓更多人利用此資源發揮更多創意,1004,吳***珍,2016/04/0621:47,內政部,已分派,已回復
30363,能否提供全台目前道路認養的資料?,全台道路認養資料集,"所在區域,地點位置,長度,認養人,認養期程",希望可以藉由資料的公開讓民眾可以了解道路的認養狀況<br/>也希望各大企業可以為社區環境盡一分心力,1220,吳***珍,2016/04/0914:59,本平臺營運窗口,已分派,已回復
30395,觀光資料外文化,台鐵、高鐵時刻表,多語,觀光若想方便外國人，是否可把觀光資訊外文化？謝謝！,3749,張***琪,2016/04/1211:47,交通部,已分派,已回復
30484,是否可提供全臺灣公私立美術館相關資料,美術館,名稱、公私立、地址、電話、經度、緯度、開放時間、票價、網址等,圖資建置需求。文化部已提供博物館、展演空間等相關文教設施機構資料，為提高資料的完整性，盼能一併提供美術館資料供參，謝謝!,1010,陳***宜,2016/04/1316:06,文化部,已分派,已回復
30676,捷運系統工程公開閱覽說明書,捷運系統工程公開閱覽資料,捷運XX線基本設計公開閱覽<br/>捷運XX線計畫統包工程公開閱覽,"政府電子採購網有關捷運系統招標公開閱覽資料皆設有7天限制,繳費還只能看兩個月前的資料<br/>都可以公開閱覽應該不算密件不懂為何需要設期限<br/>希望自最早的木柵線到最近在興建的路線公開閱覽資料都能上線公開供大眾檢閱",1127,戴***諾,2016/04/2000:57,行政院公共工程委員會,已分派,已回復
30818,可否提供各家銀行的帳號規則?,各家銀行的帳號規則,1.比如某某銀行的帳號組成規則是>前3碼分行+2碼科目代號+7位數帳號=12位帳號<br/>2.各銀行的分行編號總覽表(e.g.010營業部)<br/>3.帳號科目編號總覽表(e.g.20活期帳號科目),有時候收到款項<br/>會不知道是帳號是哪個銀行的<br/>一家一家打電話到各銀行確認帳號也很麻煩<br/>不曉得能不能提供(1)各家銀痕帳號規則(2)各銀行的分行編號(3)帳號科目編號總覽表<br/>還是說有沒有什麼管道可以輸入帳號後自動比對符合哪些銀行的帳號規則呢<br/><br/>非常感謝,11628,J***g,2016/04/2117:00,金融監督管理委員會,已分派,已回復
30842,是否可以提供地震速報,地震速報,震波傳遞<br/>地震基本資料<br/>p波S波<br/>地震預計抵達時間,現行架上與中央氣象局合作的app開發商，大部分都有許多重複警告誤報不報的錯誤<br/>很顯少看到app繼續進行更新<br/>是否可以開放第一時間的資料出來讓一般開發者也可以進行app的撰寫<br/>放眼日本的地震速報功能非常的強大，加上近年地震天災對人類的傷害<br/>同樣處於地震帶的台灣應該也非常需要這類的資料,1584,C***y,2016/04/2210:09,交通部,已分派,已回復
30851,關於環保相關法規,環保法規,【法規類別】<br/>【法規名稱】<br/>【法規條文】,可用於手機查詢相關環保法規,869,阮***新,2016/04/2216:15,行政院環境保護署,已分派,已回復
30959,台灣各姓氏人口分佈圖,機關別分類,戶政,我要製作一張點狀圖，透過不同時期之戶政的戶籍資料可以掌握台灣姓氏的點狀分布圖，舉例來說，我可以知道北部的「張」姓人口分布比例與南部的分佈比例之不同。感謝,6118,C***y,2016/04/2620:17,內政部,已分派,已回復
31102,台北市集哺乳室詳細資料,台北市集哺乳室詳細資料,地址、開放時間；設備,目前台北市只有公布哪些機關應該要設立哺集乳室，但詳細樓層與開放時間、設施等皆語焉不詳，希望能夠增設。,1120,A***Y,2016/04/2822:55,臺北市政府,已分派,已回復
31157,請求公開機場例行天氣報告(METAR)資訊,各機場最新例行天氣報告(METAR),機場名稱、ICAO代碼、發布時間、風向、風速、陣風、能見度、天氣、雲量、雲冪、溫度,飛航服務總台已有提供航空氣象服務網提供線上查詢，但尚無提供適合運用之資料集<br/>此資料能搭配航班相關APP或網站提供機場即時天氣，故希望能開放此項資料，謝謝。,2313,T***y,2016/05/0122:19,交通部,已分派,已回復
31171,台灣所有港口進出船舶明細資料,台灣所有港口進出船舶明細,船東名稱、船舶名稱、IMO號碼、船舶類型、船舶噸位、船舶長度、船舶呼號、卸貨櫃數、船舶預抵港時間、船舶預離港時間,各個船公司可查詢到各自的進出船舶明細，但尚無提供適合整合運用之資料集，此資料能整合並搭配船班相關網站或APP，有助於貨主、貨代或收貨人有很大的幫助故希望能開放此項資料，謝謝。,2480,K***t,2016/05/0309:36,交通部,已分派,已回復
31172,台灣附近海運船舶即時資訊與動態,台灣附近海運船舶即時資訊與動態,船東名稱、船舶名稱、IMO號碼、船舶類型、船舶噸位、船舶長度、船舶呼號、船舶預抵港時間、船舶預離港時間,各個船公司可查詢到各自的船舶即時資訊與動態，但尚無提供適合整合運用之資料集，此資料能整合並搭配船班相關網站或APP，有助於貨主、貨代或收貨人有很大的幫助故希望能開放此項資料，謝謝。,1100,K***t,2016/05/0309:56,交通部,已分派,已回復
31174,台灣進出口貿易資訊,台灣進出口貿易資訊,貨物分類、貨物品項、總量材積、卸貨櫃號、稅則、通關價值、通關國家、通關排行、進出口類型、進出口值、港口名、報單號碼、統計時間、進出口櫃量、承攬業務量排名,目前僅提供貿易統計數據，但尚無提供適合整合運用之資料集，故希望能開放此項資料，謝謝。,3211,K***t,2016/05/0310:32,財政部,已分派,已回復
31306,BSMI行動電源查詢,BSMI行動電源合格查詢,編號<br/>規格<br/>商品照片<br/>製造商<br/>合格日期<br/>相關資訊<br/>驗證結果,"Vair威航ZV252班機昨天晚間10時多因行動電源在客艙起火返航，所幸空服員在當下隨即滅火，並將行動電源置於裝水垃圾桶降溫才沒釀禍。<br/><br/>是否可建立資料集,讓app或網站<br/>能讓user能透過查詢得知行動電源之合格與否",4182,C***k,2016/05/0710:31,經濟部,已分派,已回復
31401,2015每日各站上下車人數,臺灣鐵路管理局2015每日各站上下車人數,每日各站上下車人數,"台灣鐵路管理局已經發布自2005~2014年的資料,http://data.gov.tw/node/8792<br/>而且資料表示每年更新一次,然而目前2015年的資料還沒公布,是否能於近期內公布呢?",3409,L***o,2016/05/1220:11,交通部,已分派,已回復
31470,公民營遊樂園,公民營遊樂園資料.<br/><br/>,"簡介,gps,照片,大約票價,備註等.","觀光局網站有,希望能開放嘉惠大眾.",4812,C***k,2016/05/1417:38,交通部,已分派,已回復
31518,天災死亡人數統計,歷年天災死亡人數,歷年天災死亡人數,我需要這筆資料做功課,5128,s***9,2016/05/1808:56,內政部,已分派,已回復
31575,核准輸入植物檢疫條件,核准輸入植物檢疫條件資料集,核准日期，國家/地區，輸入型態，植物學名，中名，英名，檢疫條件，備註,"1.現有核准輸入植物清單，但未載明檢疫條件。<br/>https://www.baphiq.gov.tw/view.php?catid=14344<br/>核准輸入植物清單及說明。<br/><br/>2.而目前部分核准項目有上網以文件形式公示，但非全部。<br/>比如https://www.baphiq.gov.tw/office/hcbaphiq/view.php?catid=1275<br/>""有關夾竹桃科雅典花屬(Adeniumspp.)植物輸入條件說明<br/>一、自105年5月6日起，行政院農業委員會動植物防疫檢疫局同意夾竹桃科雅典花屬(Adeniumspp.)植物全株可自日本、中國大陸及美國加利福尼亞州、阿拉斯加州輸入，其地上部可自美國、泰國、馬來西亞、德國輸入。<br/><br/>二、自中國大陸、日本、美國、泰國與德國輸入雅典花屬(Adeniumspp.)植物時，植物檢疫證明書應加註經檢疫未罹染莖線蟲(Ditylenchusdipsaci)或在輸出前經適當檢疫處理；如經處理後輸出，植物檢疫證明書應加註處理藥劑、濃度及施用方法。""<br/><br/><br/>但是因為檢疫資料連動複雜，應該是有以資料庫的形式進行各國疫情即時管理，希望能公示相關資料集<br/><br/>是否可以類似<br/>""1050506,中國大陸,全株,Adeniumspp.,雅典花屬,""植物檢疫證明書應加註經檢疫未罹染莖線蟲(Ditylenchusdipsaci)或在輸出前經適當檢疫處理；如經處理後輸出，植物檢疫證明書應加註處理藥劑、濃度及施用方法""""",1242,f****,2016/05/1915:39,行政院農業委員會,已分派,已回復
31597,台鐵各種列車站到站的搭乘人數,台鐵乘客客流動量明細,"共有四種類型的欄位<br/>時間,人數,火車類型,火車站各種組合<br/>說明:<br/>時間可以每日,每週或每月為單位,<br/>去計算每個站到每個站的有多少人數,<br/>例如:""2016/5/01~2016/6/01""購買""自強號""從""台北火車站至台南火車站""的乘客有""5000""名","目前為研究所學生,<br/>為研究如何提升台鐵運輸所帶來的效能,<br/>需要較詳細的資料進行統計分析,<br/>但由於無法在網站中找到,<br/>所以建議提供.<br/>希望能提供近幾年的資料(2012-2015),謝謝<br/>:)",920,邱***群,2016/05/2207:47,交通部,已分派,已回復
31598,農產品批發市場休市日期與市場,農產品批發市場休市日期與市場,農產品批發市場休市的休市日期<br/>農產品批發市場休市的休市市場<br/>建議可以兩個互查,在做農產品批發市場價量的開放資料下載與整理時，休市的日期不會另外在列出來，但是如果上這個網站查詢的話：http://210.69.71.171/main/Main.aspx<br/>就可以知道休市的日期是不固定的很難單單只用價量的開放資料判別出休市的日期，<br/>如果可以有一個專門項目針對這個部分做處理的話那就太好不過了～！！,1040,a***v,2016/05/2220:58,行政院農業委員會,已分派,已回復
31628,請提供金門歷年GDP數據,金門歷年GDP,年度生產毛額,為利進行兩岸研究，金廈比較,954,H***y,2016/05/2410:49,行政院主計總處,已分派,已回復
31629,金門各業生產及平減指數,金門各業生產及平減指數,年份，按三級產業區分生產總額，原始值,為利兩岸研究，金廈比較,564,H***y,2016/05/2411:07,行政院主計總處,已分派,已回復
31636,上市櫃股票權證資訊,每日上市及上櫃權證資訊,"項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日",目前查有櫃買中心的權證標的連結資訊，但查無上市的權證個股相關資訊，故建議開放,731,K****,2016/05/2414:56,金融監督管理委員會,已分派,已回復
31637,全國道路行駛速度限制資料,全國道路行駛速度限制資料(包含國、省、快速、全國一般道路等所有道路),公路名稱、路段、速限(km/hr)、縣市區域、備註...等,協助提升台灣道路安全分析之相關發展,9953,l***1,2016/05/2415:01,交通部,已分派,已回復
31652,您好，有一些疑問,資料類型統計,資料集下載,"您好！我想請問一下這個資料開放的網站，現在所開放的資料集中，都有哪些資料類型（比如PDF,XML,CSV,DOC等等），以及分別有多少？比如CSV資料有多少個？PDF有多少個？想與別的數據開放平台做一個比較分析。但是在這裡找了很久也沒有明顯標註的地方。",634,赵***珂,2016/05/2423:14,本平臺營運窗口,已分派,已回復
31785,身為開放資料平台能否增加一些本身的開放資料,"""能否透過機關代碼""取得所有的資料集或是資料集的identifierlistandconuntandotherdata<br/>","identifier,",身為開放資料平台資料不開放...<br/>,706,L***2,2016/05/2711:00,本平臺營運窗口,已分派,已回復
31808,關於農產品產地價格的開放資料建立,農產品產地價格的開放資料建立,農產品產地價格<br/>每天的資料、每旬的資料、每月的資料、每年的資料<br/>時間區段（從有統計的那年開始）,這個是農糧署的農產品產地價格查報系統<br/>http://apis.afa.gov.tw/pagepub/AppInquiryPage.aspx<br/>雖然現在已經開放，但是要載入的資料量一旦大，系統就會回傳錯誤，用起來的效率不好<br/><br/>如果這個也可以仿效農產品批發價格和交易量，一起做開放資料的話就更完美了，這樣可以更快速地進行更多分析<br/>建議可以一樣用成json的格式，跟農產品批發價格和交易量是一樣的<br/><br/>農產品批發價格和交易量（農產品交易行情）：<br/>http://data.gov.tw/node/8066#comment-6241,870,阿***灣,2016/05/2814:03,行政院農業委員會,已分派,已回復
31851,能否提供政府資料開放平台各機關的資料集數量,政府資料開放平台_各機關資料集數量,"[{<br/>機關代碼:XXX,<br/>資料集數量:356<br/>}]",網站有提供各機關資料集數量<br/>http://data.gov.tw/visual/1<br/>但是沒有對應的API讓我們使用<br/>相信政府資料開放平台未來將會是各機關重視的部分<br/>本身平台的API因提前準備未來的需求<br/>,891,L***2,2016/05/3016:51,本平臺營運窗口,已分派,已回復
31892,請開放台中市道路寬度資料,希望政府開放台中市道路寬度的資料,台中市建設局,路寬資料對於不動產估價而言，是很重要的資訊<br/>現階段僅能利用圖資系統，針對單一路段寬度進行量測<br/>若要進行大量案件估價，缺少路寬資料，實為不易<br/>希望政府能開放道路寬度資料，謝謝,8754,宋***一,2016/06/0115:33,臺中市政府,已分派,已回復
32023,高速公路自動車輛辨識(AVI)資訊歷史資料,高速公路自動車輛辨識(AVI)資訊歷史資料,同自動車輛辨識(AVI)資訊即時資料,你好，根據交通部臺灣區國道高速公路局「交通資料庫」下載注意事項提到：「交通部臺灣區國道高速公路局(以下簡稱本局)「交通資料庫」(以下簡稱本資料庫)為彙整國道即時及歷史交通資訊，提供用路人更多資訊取得管道，交通資訊內容免費對外開放使用。為規範下載>及使用之方式，特訂定本注意事項。」<br/><br/>其中，「路側設施即時交通資訊發布標準格式」有提到公開項目包含<br/>(一)路段資訊<br/>(二)車輛偵測器(VD)資訊<br/>(三)即時影像(CCTV)資訊<br/>(四)資訊可變標誌(CMS)資訊.<br/>(五)自動車輛辨識(AVI)資訊<br/><br/>其中，前四項的及時與歷史資料皆已經放入交通資料庫裡，唯獨第(五)項自動車輛辨識(AVI)資訊，目前似乎僅有即時資訊而沒有歷史資訊。<br/>由於在「交通資料庫」下載注意事項提到包含即時與歷史資料皆免費對外開放使用，因此希望有關單位能根據其辦法盡早釋出歷史資料，謝謝。,1307,L***1,2016/06/0503:43,交通部,已分派,已回復
32041,請提供各鄉鎮歷年車輛登記數,各類車輛數量統計,鄉鎮類別<br/>小自用<br/>計程車<br/>小營貨<br/>大自用<br/>大營客<br/>遊覽車<br/>大營貨<br/>櫃曳車<br/>運曳車<br/>租賃車<br/>重機車<br/>輕機車,目前交通部統計資料已經公佈各縣市車輛登記數，然而各縣市尺度過大，不易使用。<br/>部分監理所已公布各鄉鎮車輛登記數(如臺北區監理所http://tmvso.thb.gov.tw/data_8.aspx、臺中區監理所等已公佈各鄉鎮資料)<br/>顯示各鄉鎮車輛登記數是能公開非機密，<br/>然嘉義、高雄監理所等則未公佈轄下各鄉鎮車輛登記數<br/>請公佈全台歷年各鄉鎮車輛登記,1481,L***n,2016/06/0610:47,交通部,已分派,已回復
32128,請開放所有[有感無感地震]資料,歷年有感地震無感地震資料庫,頂置,目前中央氣象局的地震報告公開資料並無小地震和無感地震的資訊<br/>請仿效日本氣象廳做法所有地震資料一律透明公開(不分大小),995,陳***福,2016/06/1309:59,交通部,已分派,已回復
32145,請開放所有[有感無感地震]資料2,歷年有感地震無感地震資料庫,頂置,"目前中央氣象局的地震報告公開資料並無小地震和無感地震的資訊請仿效日本氣象廳做法所有地震資料一律透明公開(不分大小)<br/>日本的確是公佈有感地震資料<br/>為何我要說無感和有感的地震資料Opendata<br/><br/>依據<br/>交通部中央氣象局有感地震報告發布作業要點<br/>http://www.cwb.gov.tw/V7/service/notice/download/notice_20141231104524.pdf<br/><br/>發布作業要點第五大點:發布小區域有感地震報告標準<br/>(一)任一即時地震站之震度達4級以上。<br/>(二)地震規模3.5以上，且任一即時地震站之震度達3級以上或兩站震度達2級以上。<br/>(三)未符合前二款之情形，惟仍屬有感地震且為一般民眾或機構反映查詢者。<br/><br/>以氣象局的標準=>震度4以下稱為無感地震(日本可是沒有這樣的鳥規定)<br/>因為這項發佈規定<br/>導致震度1-4級之間的資料全被氣象局沒收(這裡就是我指的無感和有感的小地震資料不透明也不公開資料)<br/><br/>真正的有感定義是(震度1級以上即0.8gal以上)才是稱為有感<br/>我只是提醒氣象局,震度達1級以上的有感地震資料公佈這原本就是貴局該做的事<br/><br/>你回覆有提到現在本局積極推動「開放資料」政策<br/>我也有些疑問想請教<br/><br/>A.2014年01月01日氣象局開始OPENDATE<br/>為何在2014年12月22日修正(中象地字第1030015380號函修正)對有感地震報告發布作業要點<br/>2015年開始實施<br/>地震資訊公佈資料卻反而是反向更為不透明(震度1-4級資料需一般民眾或機構反映查詢才有可能有公佈)<br/><br/>舉實例:105年3月25日03:27規模1.5新竹科學園區廠商主動詢問確認後，再由氣象局發布此一小區域有感地震<br/>該筆地震資料氣象局修正後變更為規模1.6<br/>http://scweb.cwb.gov.tw/Page.aspx?ItemId=49&fileString=2016032503271816<br/><br/>目前本人還沒看過有因民眾反應而公佈的小地震資料<br/><br/><br/>B.OPENDATE不應該有收費行為和使用者資格限制<br/><br/>1.官網→「便民」→「資料申購」，取得完整地震目錄(收費)<br/>2.加入本局地球物理資料管理系統申請帳號(http://gdms.cwb.gov.tw/index.php)<br/>(此系統只有特定人能使用)<br/>採會員制，其身份為國內地震相關機構之學術研究人員<br/><br/>這樣的OPENDATE方式,事實上更本沒有OPENDATE<br/><br/>",1038,陳***福,2016/06/1409:29,交通部,已分派,已回復
32200,請開放台灣入山資料,1.歷年入山申請資料<br/>2.近年逐月入山申請資料,1.日期<br/>2.天數<br/>3.人數<br/>4.地區山域,研究需求（以區域分析歷年山難發生機率，山林地貌改變對登山客之影響，及登山人口高低峰月份）,826,S***i,2016/06/1511:47,內政部,已分派,已回復
32201,台中市交通即時道路路況,台中市交通即時道路路況,"SectorId(路段ID),<br/>DataTime(日期時間),<br/>MoeDegree(路況等級),<br/>VdId(路況攝影機ID),<br/>AvgSpd(平均速率),<br/>AvgOcc(平均佔有率),<br/>Location(路況路段),<br/>WGSX(經度座標值),<br/>WGSY(緯度座標值),<br/>GISX(GIS經度座標值),<br/>WGSY(GIS緯度座標值)",研究需求，需要道路即時路況,2483,陳***二,2016/06/1513:19,臺中市政府,已分派,已回復
32304,取得所有資料集名稱api,資料集名稱,資料集名稱,"不好意思，我在網站上有看到可以取得""所有資料集編號清單""api<br/>http://data.gov.tw/api/v1/rest/dataset<br/>我想知道是否有提供""所有資料集的名稱""api?<br/>還是得一個一個進去看title<br/><br/>感謝~<br/>",747,闕***1,2016/06/2017:32,本平臺營運窗口,已分派,已回復
32341,請開放政府採購的無法決標資料,政府採購無法決標資料,標案案號、標案名稱、招標方式、公告傳輸次數、無法決標公告序號、原招標公告之刊登採購公報日期、是否依據採購法第106條第1項第1款辦理、機關代碼、機關名稱、單位名稱、機關地址、是否複數決標、標的分類、採購級距、原無法決標公告日期、無法決標公告日期、是否刊登公報、無法決標的理由、是否沿用本案號及原招標方式續行招標、附加說明,分析政府採購無法順利決標情形，作業備標參考,1200,g***o,2016/06/2116:32,行政院公共工程委員會,已分派,已回復
32342,請開放採購案決標資料,採購案決標資料,機關代碼、機關名稱、機關地址、標案案號、招標方式、決標方式、標案名稱、標的分類、預算金額、決標品項名稱、得標廠商名稱、得標廠商統一編號、決標日期、決標金額、附加說明,分析各機關決標情形，作為備標評估,1164,g***o,2016/06/2116:44,行政院公共工程委員會,已分派,已回復
32348,請開放道路名稱資訊,道路名稱,坐落縣市、鄉、鎮、市、區資訊、路名(道、路、街等)、起迄位置,目前路名更動只能由戶政司官網查詢，想問是否有相關資料集可取得??,1285,汪***翰,2016/06/2118:02,內政部,已分派,已回復
32375,政府機關統一編號,政府機關(非營利事業單位)統一編號查詢,政府機關統一編號、機關名稱、聯絡電話及機關地址,目前網路上只能找到機關代碼，但開立發票卻需要統一編號，每與公務單位合作，皆需特別記錄該單位之統編，或電話洽詢。<br/>若非業務之承辦，其他同仁也未必知道該單位之統一編號，所以是否能將「政府機關統一編號」開放以便利查詢呢??,39767,何***月,2016/06/2213:31,財政部,已分派,已回復
32411,請開放台鐵及高鐵即時到站資料,火車到站資料<br/>高鐵時刻表<br/>高鐵到站資料,火車到站資料：站點名稱/到站月台/到站時間<br/>高鐵時刻表：各站名稱/月台/時間<br/>高鐵到站資料：站點名稱/到站月台/到站時間,目前跨縣市通勤之學生/上班族比例增加，開放台鐵及高鐵的即時到站資訊，有助於提供更完善的路徑規劃資訊服務。,1832,L***a,2016/06/2219:55,交通部,已分派,已回復
