103度中央政府總決算歲入歲出簡明比較分析表,103度中央政府總決算歲入歲出簡明比較分析表,23850,中央政府總決算歲入、歲出之預算數、決算數及其比較,項目;預算數;決算數;比較增減數;增減百分比;占決算總額百分比,行政院主計總處
家庭收支調查-年中戶數與平均每戶人數、就業人數,家庭收支調查-年中戶數與平均每戶人數、就業人數按農家、非農家分,24136,年中戶數與平均每戶人數、就業人數按農家、非農家分(1976年起),Year;年中戶數-戶;平均每戶人數-全體家庭;平均每戶人數-農家-不含全年休廢耕者;平均每戶人數-農家-含全年休廢耕者;平均每戶人數-非農家-含全年休廢耕者;平均每戶人數-非農家-不含全年休廢耕者;平均每戶就業人數-全體家庭;平均每戶就業人數-農家-不含全年休廢耕者;平均每戶就業人數-農家-含全年休廢耕者;平均每戶就業人數-非農家-含全年休廢耕者;平均每戶就業人數-非農家-不含全年休廢耕者,行政院主計總處
家庭收支調查-性別統計指標-單親戶長人數,家庭收支調查-性別統計指標-單親戶長人數按性別、教育程度及年齡分,130026,性別統計指標-單親戶長人數按性別、教育程度及年齡分(2001年起),Year;男性;女性;男性-國小及以下;男性-國初中;男性-高中職;男性-專科;男性-大學及以上;男性-未滿25歲;男性-25至34歲;男性-35至44歲;男性-45至54歲;男性-55至64歲;男性-65歲及以上;女性-國小及以下;女性-國初中;女性-高中職;女性-專科;女性-大學及以上;女性-未滿25歲;女性-25至34歲;女性-35至44歲;女性-45至54歲;女性-55至64歲;女性-65歲及以上,行政院主計總處
家庭收支調查-性別統計指標-家戶狀況,家庭收支調查-性別統計指標-家戶狀況按家庭組織型態分,27963,性別統計指標-家戶狀況按家庭組織型態分(2001年起),Year;總計戶數;單人家庭戶數;夫婦家庭戶數;單親家庭戶數;核心家庭戶數;祖孫家庭戶數;三代家庭戶數;其他家庭戶數,行政院主計總處
家庭收支調查-性別統計指標-戶數與結構,家庭收支調查-性別統計指標-戶數與結構按經濟戶長性別分,91919,性別統計指標-戶數與結構按經濟戶長性別分(2001年起),Year;總計戶數;男性經濟戶長戶數;女性經濟戶長戶數;男性經濟戶長比率;女性經濟戶長比率,行政院主計總處
家庭收支調查-性別統計指標-經濟戶長人數,家庭收支調查-性別統計指標-經濟戶長人數按性別、教育程度及年齡分,45125,性別統計指標-經濟戶長人數按性別、教育程度及年齡分(2001年起),Year;男性;女性;男性-國小及以下;男性-國初中;男性-高中職;男性-專科;男性-大學及以上;男性-未滿25歲;男性-25至34歲;男性-35至44歲;男性-45至54歲;男性-55至64歲;男性-65歲及以上;女性-國小及以下;女性-國初中;女性-高中職;女性-專科;女性-大學及以上;女性-未滿25歲;女性-25至34歲;女性-35至44歲;女性-45至54歲;女性-55至64歲;女性-65歲及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶儲蓄,家庭收支調查-戶內人數別平均每戶儲蓄,24139,戶內人數別平均每戶儲蓄(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶受僱人員報酬,家庭收支調查-戶內人數別平均每戶受僱人員報酬,24731,戶內人數別平均每戶受僱人員報酬(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶可支配所得,家庭收支調查-戶內人數別平均每戶可支配所得,24138,戶內人數別平均每戶可支配所得(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶所得收入總計,家庭收支調查-戶內人數別平均每戶所得收入總計,24141,戶內人數別平均每戶所得收入總計(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶所得總額,家庭收支調查-戶內人數別平均每戶所得總額,24140,戶內人數別平均每戶所得總額(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶消費支出,家庭收支調查-戶內人數別平均每戶消費支出,24733,戶內人數別平均每戶消費支出(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶經常性支出,家庭收支調查-戶內人數別平均每戶經常性支出,24735,戶內人數別平均每戶經常性支出(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶內人數別平均每戶非消費支出,家庭收支調查-戶內人數別平均每戶非消費支出,24734,戶內人數別平均每戶非消費支出(1998年起),Year;臺灣地區;戶內人數-1人;戶內人數-2人;戶內人數-3人;戶內人數-4人;戶內人數-5人;戶內人數-6人;戶內人數-7人;戶內人數-8人;戶內人數-9人及以上,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶儲蓄,家庭收支調查-戶數五等分位之平均每戶儲蓄,93950,戶數五等分位之平均每戶儲蓄(1998年起),Year;平均每戶儲蓄;可支配所得按戶數五等分位組之平均每戶儲蓄-最低所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-次低所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-中間所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-次高所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶受僱人員報酬,家庭收支調查-戶數五等分位之平均每戶受僱人員報酬,94754,戶數五等分位之平均每戶受僱人員報酬(1998年起),Year;平均每戶受僱人員報酬;可支配所得按戶數五等分位組之平均每戶受僱人員報酬-最低所得組;可支配所得按戶數五等分位組之平均每戶受僱人員報酬-次低所得組;可支配所得按戶數五等分位組之平均每戶受僱人員報酬-中間所得組;可支配所得按戶數五等分位組之平均每戶受僱人員報酬-次高所得組;可支配所得按戶數五等分位組之平均每戶受僱人員報酬-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶可支配所得,家庭收支調查-戶數五等分位之平均每戶可支配所得,91925,戶數五等分位之平均每戶可支配所得(1998年起),Year;平均每戶可支配所得;可支配所得按戶數五等分位組-最低所得組;可支配所得按戶數五等分位組-次低所得組;可支配所得按戶數五等分位組-中間所得組;可支配所得按戶數五等分位組-次高所得組;可支配所得按戶數五等分位組-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶所得收入總計,家庭收支調查-戶數五等分位之平均每戶所得收入總計,94752,戶數五等分位之平均每戶所得收入總計(1998年起),Year;平均每戶所得收入總計;可支配所得按戶數五等分位組之平均每戶所得收入總計-最低所得組;可支配所得按戶數五等分位組之平均每戶所得收入總計-次低所得組;可支配所得按戶數五等分位組之平均每戶所得收入總計-中間所得組;可支配所得按戶數五等分位組之平均每戶所得收入總計-次高所得組;可支配所得按戶數五等分位組之平均每戶所得收入總計-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶所得總額,家庭收支調查-戶數五等分位之平均每戶所得總額,93951,戶數五等分位之平均每戶所得總額(1998年起),Year;平均每戶所得總額;可支配所得按戶數五等分位組之平均每戶所得總額-最低所得組;可支配所得按戶數五等分位組之平均每戶所得總額-次低所得組;可支配所得按戶數五等分位組之平均每戶所得總額-中間所得組;可支配所得按戶數五等分位組之平均每戶所得總額-次高所得組;可支配所得按戶數五等分位組之平均每戶所得總額-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶消費支出,家庭收支調查-戶數五等分位之平均每戶消費支出,98834,戶數五等分位之平均每戶消費支出(1998年起),Year;平均每戶消費支出;可支配所得按戶數五等分位組之平均每戶消費支出-最低所得組;可支配所得按戶數五等分位組之平均每戶消費支出-次低所得組;可支配所得按戶數五等分位組之平均每戶消費支出-中間所得組;可支配所得按戶數五等分位組之平均每戶消費支出-次高所得組;可支配所得按戶數五等分位組之平均每戶消費支出-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶經常性支出,家庭收支調查-戶數五等分位之平均每戶經常性支出,101338,提供戶數五等分位之平均每戶經常性支出(1998年起),Year;平均每戶經常性支出;可支配所得按戶數五等分位組之平均每戶經常性支出-最低所得組;可支配所得按戶數五等分位組之平均每戶經常性支出-次低所得組;可支配所得按戶數五等分位組之平均每戶經常性支出-中間所得組;可支配所得按戶數五等分位組之平均每戶經常性支出-次高所得組;可支配所得按戶數五等分位組之平均每戶經常性支出-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位之平均每戶非消費支出,家庭收支調查-戶數五等分位之平均每戶非消費支出,98835,戶數五等分位之平均每戶非消費支出(1998年起),Year;平均每戶非消費支出;可支配所得按戶數五等分位組之平均每戶非消費支出-最低所得組;可支配所得按戶數五等分位組之平均每戶非消費支出-次低所得組;可支配所得按戶數五等分位組之平均每戶非消費支出-中間所得組;可支配所得按戶數五等分位組之平均每戶非消費支出-次高所得組;可支配所得按戶數五等分位組之平均每戶非消費支出-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位組之平均每戶人口數,家庭收支調查-戶數五等分位組之平均每戶人口數,9424,戶數五等分位組之平均每戶人口數(1981年起),Year;全體家庭;最低所得組;次低所得組;中間所得組;次高所得組;最高所得組;第五分位組為第一分位組之倍數,行政院主計總處
家庭收支調查-戶數5等分位組之平均每戶可支配所得、消費支出及儲蓄,家庭收支調查-戶數五等分位組之平均每戶可支配所得、消費支出及儲蓄,6565,本資料集主要包括可支配所得總額、消費支出總額、儲蓄總額、平均每戶可支配所得、平均每戶消費支出、平均每戶儲蓄、可支配所得按戶數五等分位分之各分位組平均每戶可支配所得、平均每戶消費支出、平均每戶儲蓄等資料(1976年起),Year;可支配所得-億元;平均每戶可支配所得;可支配所得按戶數五等分位組-最低所得組;可支配所得按戶數五等分位組-次低所得組;可支配所得按戶數五等分位組-中間所得組;可支配所得按戶數五等分位組-次高所得組;可支配所得按戶數五等分位組-最高所得組;消費支出-億元;平均每戶消費支出;可支配所得按戶數五等分位組之平均每戶消費支出-最低所得組;可支配所得按戶數五等分位組之平均每戶消費支出-次低所得組;可支配所得按戶數五等分位組之平均每戶消費支出-中間所得組;可支配所得按戶數五等分位組之平均每戶消費支出-次高所得組;可支配所得按戶數五等分位組之平均每戶消費支出-最高所得組;儲蓄-億元;平均每戶儲蓄;可支配所得按戶數五等分位組之平均每戶儲蓄-最低所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-次低所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-中間所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-次高所得組;可支配所得按戶數五等分位組之平均每戶儲蓄-最高所得組,行政院主計總處
家庭收支調查-戶數5等分位組之平均每戶就業人數,家庭收支調查-戶數五等分位組之平均每戶就業人數,9425,戶數五等分位組之平均每戶就業人數(1981年起),Year;全體家庭;最低所得組;次低所得組;中間所得組;次高所得組;最高所得組;第五分位組為第一分位組之倍數,行政院主計總處
家庭收支調查-戶數5等分位組之所得分配比與所得差距,家庭收支調查-戶數五等分位組之所得分配比與所得差距,6566,戶數五等分位組之所得分配比與所得差距，包括可支配所得按戶數五等分位組之所得分配比、五等分位差距倍數、吉尼係數等資料(1976年起),Year;可支配所得按戶數五等分位組之所得分配比-最低所得組;可支配所得按戶數五等分位組之所得分配比-次低所得組;可支配所得按戶數五等分位組之所得分配比-中間所得組;可支配所得按戶數五等分位組之所得分配比-次高所得組;可支配所得按戶數五等分位組之所得分配比-最高所得組;第五分位組為第一分位組之倍數;吉尼係數,行政院主計總處
家庭收支調查-戶數十等分位組分界點之可支配所得,家庭收支調查-戶數十等分位組分界點之可支配所得,9422,戶數十等分位組分界點之可支配所得(1976年起),Year;第一及第二等分位之分界點;第二及第三等分位之分界點;第三及第四等分位之分界點;第四及第五等分位之分界點;第五及第六等分位之分界點;第六及第七等分位之分界點;第七及第八等分位之分界點;第八及第九等分位之分界點;第九及第十等分位之分界點,行政院主計總處
家庭收支調查-所得收入者5等分位組之可支配所得分配比與所得差距,家庭收支調查-所得收入者五等分位組之可支配所得分配比與所得差距,11574,所得收入者五等分位組之可支配所得分配比與所得差距(1979年起),Year;可支配所得按人數五等分位組之所得分配比-最低所得組;可支配所得按人數五等分位組之所得分配比-次低所得組;可支配所得按人數五等分位組之所得分配比-中間所得組;可支配所得按人數五等分位組之所得分配比-次高所得組;可支配所得按人數五等分位組之所得分配比-最高所得組;第五分位組為第一分位組之倍數;吉尼係數,行政院主計總處
家庭收支調查-所得收入者之基本所得及人數,家庭收支調查-所得收入者之基本所得及人數按縣內、縣外工作地點分,22221,所得收入者之基本所得及人數按縣內、縣外工作地點分(2019年),縣市別;基本所得-億元;基本所得分配比-就業者工作地點為本縣市;基本所得分配比-就業者工作地點為外縣市;基本所得分配比-無業者;所得收入者人數-人;所得收入者人數分配比-就業者工作地點為本縣市;所得收入者人數分配比-就業者工作地點為外縣市;所得收入者人數分配比-無業者,行政院主計總處
家庭收支調查-所得收入者人數與按年齡組別及性別之分配,家庭收支調查-所得收入者人數與按年齡組別及性別之分配,22230,所得收入者人數與按年齡組別及性別之分配(1976年起),Year;所得收入者人數合計;未滿三十歲所得收入者人數比例;三十至三十四歲所得收入者人數比例;三十五至三十九歲所得收入者人數比例;四十至四十四歲所得收入者人數比例;四十五至五十四歲所得收入者人數比例;五十五至六十四歲所得收入者人數比例;六十五歲以上所得收入者人數比例;男性所得收入者人數比例;女性所得收入者人數比例,行政院主計總處
家庭收支調查-所得收入者十等分位組分界點之可支配所得,家庭收支調查-所得收入者十等分位組分界點之可支配所得,11573,所得收入者十等分位組分界點之可支配所得(1976年起),Year;第一及第二等分位之分界點;第二及第三等分位之分界點;第三及第四等分位之分界點;第四及第五等分位之分界點;第五及第六等分位之分界點;第六及第七等分位之分界點;第七及第八等分位之分界點;第八及第九等分位之分界點;第九及第十等分位之分界點,行政院主計總處
家庭收支調查-所得收入者各縣市別平均每人受僱人員報酬,家庭收支調查-所得收入者各縣市別平均每人受僱人員報酬,119936,所得收入者各縣市別平均每人受僱人員報酬(1998年起),Year;臺灣地區;新北市;臺北市;桃園市;臺中市;臺南市;高雄市;宜蘭縣;新竹縣;苗栗縣;彰化縣;南投縣;雲林縣;嘉義縣;屏東縣;臺東縣;花蓮縣;澎湖縣;基隆市;新竹市;嘉義市,行政院主計總處
家庭收支調查-所得收入者各縣市別平均每人可支配所得,家庭收支調查-所得收入者各縣市別平均每人可支配所得,117929,所得收入者各縣市別平均每人可支配所得(1998年起),Year;臺灣地區;新北市;臺北市;桃園市;臺中市;臺南市;高雄市;宜蘭縣;新竹縣;苗栗縣;彰化縣;南投縣;雲林縣;嘉義縣;屏東縣;臺東縣;花蓮縣;澎湖縣;基隆市;新竹市;嘉義市,行政院主計總處
家庭收支調查-所得收入者各縣市別平均每人所得收入總計,家庭收支調查-所得收入者各縣市別平均每人所得收入總計,117930,所得收入者各縣市別平均每人所得收入總計(1998年起),Year;臺灣地區;新北市;臺北市;桃園市;臺中市;臺南市;高雄市;宜蘭縣;新竹縣;苗栗縣;彰化縣;南投縣;雲林縣;嘉義縣;屏東縣;臺東縣;花蓮縣;澎湖縣;基隆市;新竹市;嘉義市,行政院主計總處
家庭收支調查-所得收入者各縣市別平均每人非消費支出,家庭收支調查-所得收入者各縣市別平均每人非消費支出,119937,所得收入者各縣市別平均每人非消費支出(1998年起),Year;臺灣地區;新北市;臺北市;桃園市;臺中市;臺南市;高雄市;宜蘭縣;新竹縣;苗栗縣;彰化縣;南投縣;雲林縣;嘉義縣;屏東縣;臺東縣;花蓮縣;澎湖縣;基隆市;新竹市;嘉義市,行政院主計總處
家庭收支調查-所得收入者平均每人可支配所得及中位數所得,家庭收支調查-所得收入者平均每人可支配所得及中位數所得按行業別分,14423,所得收入者平均每人可支配所得及中位數所得按行業別分,按行業別分;所得收入者平均每人可支配所得-107年;所得收入者平均每人可支配所得年增率-107年;所得收入者平均每人可支配所得-108年;所得收入者平均每人可支配所得年增率-108年;所得收入者中位數可支配所得-107年;所得收入者中位數可支配所得年增率-107年;所得收入者中位數可支配所得-108年;所得收入者中位數可支配所得年增率-108年,行政院主計總處
家庭收支調查-所得收入者平均每人可支配所得及中位數所得,家庭收支調查-所得收入者平均每人可支配所得及中位數所得按職業別分,14427,所得收入者平均每人可支配所得及中位數所得按職業別分,按職業別分;所得收入者平均每人可支配所得-107年;所得收入者平均每人可支配所得年增率-107年;所得收入者平均每人可支配所得-108年;所得收入者平均每人可支配所得年增率-108年;所得收入者中位數可支配所得-107年;所得收入者中位數可支配所得年增率-107年;所得收入者中位數可支配所得-108年;所得收入者中位數可支配所得年增率-108年,行政院主計總處
家庭收支調查-所得收入者平均每人可支配所得及中位數所得,家庭收支調查-所得收入者平均每人可支配所得及中位數所得按教育程度別分,14435,所得收入者平均每人可支配所得及中位數所得按教育程度別分,按教育程度別分;所得收入者平均每人可支配所得-107年;所得收入者平均每人可支配所得年增率-107年;所得收入者平均每人可支配所得-108年;所得收入者平均每人可支配所得年增率-108年;所得收入者中位數可支配所得-107年;所得收入者中位數可支配所得年增率-107年;所得收入者中位數可支配所得-108年;所得收入者中位數可支配所得年增率-108年,行政院主計總處
家庭收支調查-所得收入者職業別平均每人可支配所得,家庭收支調查-所得收入者職業別平均每人可支配所得,130027,所得收入者職業別平均每人可支配所得(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-所得總額,家庭收支調查-所得總額按來源別分,9421,所得總額按來源別分(1976年起),Year;所得總額-億元;受僱人員報酬-億元;受僱人員報酬-百分比;產業主所得-億元;產業主所得-百分比;財產所得收入-億元;財產所得收入-百分比;移轉所得-億元;移轉所得-百分比,行政院主計總處
家庭收支調查-所得總額與可支配所得,家庭收支調查-所得總額與可支配所得,24137,所得總額與可支配所得(1974年起),Year;按當年幣值計算-所得總額-億元;按當年幣值計算-可支配所得-億元;按當年幣值計算-平均每戶所得總額-元;按當年幣值計算-平均每戶可支配所得-元;按100年價格計算-所得總額-億元;按100年價格計算-可支配所得-億元;按100年價格計算-平均每戶所得總額-元;按100年價格計算-平均每戶可支配所得-元,行政院主計總處
家庭收支調查-政府對家庭移轉收支對所得分配之影響,家庭收支調查-政府對家庭移轉收支對所得分配之影響,6567,政府對家庭移轉收支對所得分配之影響，包括五等分位差距倍數(政府移轉收支前、加來自政府移轉收入、實際)、移轉收支效果 (從政府移轉收入、對政府移轉支出、合計)等資料(1980年起),Year;五等分位所得差距倍數-政府移轉收支前;五等分位所得差距倍數-加來自政府移轉收入;五等分位所得差距倍數-實際;移轉收支效果-從政府移轉收入;移轉收支效果-對政府移轉支出;移轉收支效果-合計,行政院主計總處
家庭收支調查-統計資料背景說明,家庭收支調查-統計資料背景說明,10901,家庭收支調查統計資料背景說明,標題;檔案格式;連結,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶儲蓄,家庭收支調查-經濟戶長職業別平均每戶儲蓄,30900,經濟戶長職業別平均每戶儲蓄(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶受僱人員報酬,家庭收支調查-經濟戶長職業別平均每戶受僱人員報酬,37444,經濟戶長職業別平均每戶受僱人員報酬(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶可支配所得,家庭收支調查-經濟戶長職業別平均每戶可支配所得,30901,經濟戶長職業別平均每戶可支配所得(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶所得收入總計,家庭收支調查-經濟戶長職業別平均每戶所得收入總計,36370,經濟戶長職業別平均每戶所得收入總計(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶所得總額,家庭收支調查-經濟戶長職業別平均每戶所得總額,36369,經濟戶長職業別平均每戶所得總額(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶消費支出,家庭收支調查-經濟戶長職業別平均每戶消費支出,37450,經濟戶長職業別平均每戶消費支出(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶經常性支出,家庭收支調查-經濟戶長職業別平均每戶經常性支出,43463,經濟戶長職業別平均每戶經常性支出(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-經濟戶長職業別平均每戶非消費支出,家庭收支調查-經濟戶長職業別平均每戶非消費支出,43462,經濟戶長職業別平均每戶非消費支出(1998年起),Year;臺灣地區;民意代表及主管及經理人員;專業人員;技術員及助理專業人員;事務支援人員;服務及銷售工作人員;農林漁牧業生產人員;技藝有關工作人員;機械設備操作及組裝人員;基層技術工及勞力工;其他,行政院主計總處
家庭收支調查-農家平均每戶所得總額,家庭收支調查-農家平均每戶所得總額按來自農業與非農業分,22236,農家平均每戶所得總額按來自農業與非農業分(1976年起),Year;平均每戶所得總額-不含全年休廢耕者;平均每戶所得總額-來自農業所得-不含全年休廢耕者;平均每戶所得總額-來自非農業所得-不含全年休廢耕者;平均每戶所得總額-含全年休廢耕者;平均每戶所得總額-來自農業所得-含全年休廢耕者;平均每戶所得總額-來自非農業所得-含全年休廢耕者,行政院主計總處
家庭收支調查-農家與非農家平均每戶及每人可支配所得,家庭收支調查-農家與非農家平均每戶及每人可支配所得,22235,農家與非農家平均每戶及每人可支配所得(1976年起),Year;平均每戶可支配所得-農家-不含全年休廢耕者;平均每戶可支配所得-農家-含全年休廢耕者;平均每戶可支配所得-非農家-含全年休廢耕者;平均每戶可支配所得-非農家-不含全年休廢耕者;平均每人可支配所得-農家-不含全年休廢耕者;平均每人可支配所得-農家-含全年休廢耕者;平均每人可支配所得-非農家-含全年休廢耕者;平均每人可支配所得-非農家-不含全年休廢耕者,行政院主計總處
家庭收支調查-農家與非農家平均每戶可支配所得、所得總額及儲蓄,家庭收支調查-農家與非農家平均每戶可支配所得、所得總額及儲蓄,24736,農家與非農家平均每戶可支配所得、所得總額及儲蓄(1998年起),Year;總平均-可支配所得;農家-可支配所得;非農家-可支配所得;總平均-所得總額;農家-所得總額;非農家-所得總額;總平均-儲蓄;農家-儲蓄;非農家-儲蓄,行政院主計總處
家庭收支調查-農家與非農家平均每戶所得收入總計及受僱人員報酬,家庭收支調查-農家與非農家平均每戶所得收入總計及受僱人員報酬,24737,農家與非農家平均每戶所得收入總計及受僱人員報酬(1998年起),Year;總平均-所得收入總計;農家-所得收入總計;非農家-所得收入總計;總平均-受僱人員報酬;農家-受僱人員報酬;非農家-受僱人員報酬,行政院主計總處
家庭收支調查-農家與非農家平均每戶消費支出、非消費支出及經常性支出,家庭收支調查-農家與非農家平均每戶消費支出、非消費支出及經常性支出,27962,農家與非農家平均每戶消費支出、非消費支出及經常性支出(1998年起),Year;總平均-消費支出;農家-消費支出;非農家-消費支出;總平均-非消費支出;農家-非消費支出;非農家-非消費支出;總平均-經常性支出;農家-經常性支出;非農家-經常性支出,行政院主計總處
專業、科學及技術服務業廠商空缺員工僱用條件概況,專業、科學及技術服務業廠商空缺員工僱用條件概況－按職類及員工規模分,37977,事業人力僱用狀況調查之專業、科學及技術服務業廠商空缺員工僱用條件概況，並按職類及員工規模發布,項目別;空缺員工人數;空缺員工人數_結構比;僱用條件_最低教育程度_國小;僱用條件_最低教育程度_國中;僱用條件_最低教育程度_高中職;僱用條件_最低教育程度_專科;僱用條件_最低教育程度_大學及以上;僱用條件_最低教育程度_不拘;僱用條件_最低工作經驗_1年-未滿3年;僱用條件_最低工作經驗_3年-未滿5年;僱用條件_最低工作經驗_5年以上;僱用條件_最低工作經驗_不拘,行政院主計總處
尋職者之找尋工作方法,尋職者之找尋工作方法-按希望找尋工作之時間性質分,40285,人力資源調查尋職者之找尋工作方法-按希望找尋工作之時間性質分,項目別_Item;尋職者_Number_of_jobseekers;找尋工作方法_合計_Job_seeking_method_used_Total;找尋工作方法_託親友師長介紹_Job_seeking_method_used_Ref._by_relatives__friends_or_teachers;找尋工作方法_向私立就業服務機構求職_Job_seeking_method_used_Thru.__private_employment__agencies;找尋工作方法_應徵廣告招貼_Job_seeking_method_used_Ref.__recruiting_adv_or_posters_;找尋工作方法_向公立就業服務機構求職_Job_seeking_method_used_Thru._public__employment_agencies;找尋工作方法_參加政府考試分發_Job_seeking_method_used_Thru._civil_servant_entrance_examination;找尋工作方法_其他_Job_seeking_method_used_Others;平均每人使用方法_項_Average_number_of_job_seeking_method_used,行政院主計總處
尋職者之找尋工作方法,尋職者之找尋工作方法-按年齡與教育程度分,40286,人力資源調查尋職者之找尋工作方法-按年齡與教育程度分,項目別_Item;尋職者_Number_of_jobseekers;找尋工作方法_合計_Job_seeking_method_used_Total;找尋工作方法_託親友師長介紹_Job_seeking_method_used_Ref._by_relatives_friends_or_teachers;找尋工作方法_向私立就業服務機構求職_Job_seeking_method_used_Thru.__private_employment__agencies;找尋工作方法_應徵廣告招貼_Job_seeking_method_used_Ref.__recruiting_adv_or_posters_;找尋工作方法_向公立就業服務機構求職_Job_seeking_method_used_Thru._public__employment_agencies;找尋工作方法_參加政府考試分發_Job_seeking_method_used_Thru._civil_servant_entrance_examination;找尋工作方法_其他_Job_seeking_method_used_Others;平均每人使用方法_項_Average_number_of_job_seeking_method_used,行政院主計總處
尋職者希望找尋工作之時間性質,尋職者希望找尋工作之時間性質-按年齡與教育程度分,40287,人力資源調查尋職者希望找尋工作之時間性質-按年齡與教育程度分,項目別_Item;總計_Total;全日工作_Full-time_job;部分時間工作_Part-time_job;全時工作_Full-time_job,行政院主計總處
就業、失業統計,就業、失業統計,10902,就業、失業統計,項目名稱;連結,行政院主計總處
