ID,NAME,PUBLISHED_DATE,VIEWS,DOWNLOADS,COMMENTS
12410,有線廣播電視事業發展基金附屬單位預算104年度預算案,2015/03/05,1502,83,0
12412,福建高等法院金門分院104年度單位預算,2015/03/06,1379,52,0
12414,104年度全民健康保險基金預算案,2015/11/23,1195,53,0
12415,中央警察大學年度預算案,2015/03/11,1253,71,0
12416,國家文官學院及所屬104年度單位法定預算書表,2015/03/09,1345,49,0
12417,移民署年度預算書,2015/03/05,1559,133,0
12418,臺灣高雄地方法院104年度單位預算,2015/03/06,1320,130,0
12419,科技部新竹科學園區管理局單位預算(預算案),2015/03/05,1779,213,0
12428,臺灣新北地方檢察署年度法定預算(按年),2015/03/05,821,45,0
12433,外交部外交及國際事務學院104年度法定預算,2015/03/05,1058,39,0
12435,104年度臺灣士林地方法院預算案,2015/03/06,1272,34,0
12438,財政部國有財產署及所屬歷年單位預算,2016/06/03,1428,56,0
12439,臺灣宜蘭地方法院104年度預算案(XML),2015/03/06,1114,51,0
12440,104年度臺灣士林地方法院法定預算,2015/03/06,1468,43,0
12442,財政部國有財產署及所屬歷年單位預算案,2016/06/03,1151,59,0
12444,國有財產開發基金歷年附屬單位預算案,2015/03/05,1247,66,0
12446,臺灣宜蘭地方法院104年度法定預算(XML),2015/03/06,1268,84,0
12449,臺灣嘉義地方法院104年度預算案,2015/03/06,973,31,0
12450,總統府104年度單位預算案書(XML檔),2015/03/06,1772,250,0
12451,總統府104年度單位預算書(XML檔),2015/03/06,2327,272,0
12452,科學園區管理局作業基金附屬單位預算(預算案),2015/03/05,2437,235,0
12453,臺灣嘉義地方法院104年度法定預算,2015/03/06,1038,39,0
12454,104年度考選業務基金預算案,2015/04/10,1113,36,0
12455,智慧財產法院104年度預算案,2015/03/06,1482,69,0
12456,智慧財產法院104年度法定預算,2015/03/06,1318,59,0
12457,福建金門地方法院104年度單位預算,2015/03/06,1531,64,0
12458,行政院人事行政總處地方行政研習中心104年度單位預算案,2015/03/12,1278,41,0
12459,公務人員退撫基金監理委員會104年度法定預算,2015/03/06,1541,75,0
12461,交通部公路總局法定預算,2017/04/26,1780,144,0
12462,公務人員退撫基金監理委員會104年度單位預算案,2015/03/06,1508,69,0
12463,法務部資訊安全行政規則體系表,2015/03/09,1063,80,0
12464,104年度考選部單位預算,2015/04/10,1150,36,0
12469,消防署年度預算,2015/03/05,2018,105,0
12470,衛生福利部國家中醫藥研究所104年度法定預算,2015/03/20,1236,55,0
12473,內政部空中勤務總隊年度法定預算,2015/03/11,1326,99,0
12474,國史館臺灣文獻館104年度法定預算,2015/03/06,1240,140,0
12475,國史館臺灣文獻館104年度預算案,2015/03/06,1233,83,0
12485,中央研究院104年度預算案,2015/03/06,1996,173,0
12486,臺灣高等法院花蓮分院104年度預算案及法定預算,2015/03/06,987,37,0
12487,臺灣桃園地方法院104年度單位預算案,2015/03/06,1059,36,0
12490,臺灣桃園地方法院104年度法定預算,2015/03/06,1083,34,0
12491,台灣自來水股份有限公司現金流量表,2015/03/06,1292,84,0
12492,臺灣新竹地方法院104年度法定預算,2015/03/06,1163,30,0
12493,臺灣新竹地方法院104年度預算案,2015/03/06,1201,36,0
12496,臺灣苗栗地方法院104年度法定預算,2015/03/06,931,62,0
12497,臺灣苗栗地方法院104年度預算案,2015/03/06,870,60,0
12498,臺灣基隆地方檢察署年度法定預算(按年),2015/03/06,1207,47,0
12499,衛生福利部國家中醫藥研究所104年度預算案,2015/03/20,1036,69,0
12501,臺灣花蓮地方法院檢察署年度法定預算(按年),2015/03/06,1110,37,0
12502,臺灣臺北地方檢察署年度法定預算(按年),2015/03/06,888,42,0
12503,臺灣土地銀行股份有限公司附屬單位預算,2015/03/06,1879,361,0
12504,臺灣彰化地方檢察署年度法定預算(按年),2015/03/06,1312,65,0
12506,臺灣高等法院臺南分院檢察署年度法定預算(按年),2015/03/06,933,35,0
12507,臺灣臺東地方檢察署年度法定預算(按年),2015/03/06,934,80,0
12508,臺灣省諮議會104年度法定預算,2015/03/06,1406,97,0
12509,104年度交通部單位預算案,2015/12/29,1209,101,0
12510,國立台灣科學教育館104年度預算案,2015/03/06,1180,64,0
12512,疾病管制署疫苗基金季報補捐助款,2015/03/06,1740,191,0
12513,國防部104年度單位預算,2015/03/17,1434,143,0
12515,臺灣高雄地方法院檢察署年度法定預算(按年),2015/03/06,863,34,0
12517,臺灣臺南地方檢察署年度法定預算(按年),2015/03/06,1196,44,0
12519,臺灣高等檢察署年度預算案(按年),2015/03/06,942,48,0
12520,臺灣高等檢察署智慧財產檢察分署年度預算案(按年),2015/03/06,977,57,0
12522,臺灣高等檢察署高雄檢察分署年度預算案(按年),2015/03/06,1540,75,0
12524,104年度行政院農業委員會高雄區農業改良場單位決算,2016/11/11,1039,30,0
12525,通訊傳播監督管理基金附屬單位預算104年度預算案,2015/03/06,1100,56,0
12526,臺灣臺中地方法院檢察署年度預算案(按年),2015/03/06,954,36,0
12527,臺灣新北地方檢察署年度預算案(按年),2015/03/06,953,61,0
12528,臺灣高等法院臺南分院檢察署年度預算案(按年),2015/03/06,1085,58,0
12529,臺灣高等法院臺中分院檢察署年度預算案(按年),2015/03/06,1302,56,0
12530,臺灣基隆地方檢察署年度預算案(按年),2015/03/06,1190,61,0
12531,衛生福利部104年度法定預算,2015/03/06,2047,101,0
12532,臺灣宜蘭地方檢察署年度預算案(按年),2015/03/06,1081,62,0
12533,衛生福利部104年度預算案,2015/03/06,1601,86,0
12534,公務員懲戒委員會104年度單位預算,2015/03/19,1946,217,0
12536,臺灣彰化地方檢察署年度預算案(按年),2015/03/06,1052,53,0
12537,臺灣花蓮地方法院檢察署年度預算案(按年),2015/03/06,1090,110,0
12538,臺灣嘉義地方法院檢察署年度預算案(按年),2015/03/06,1104,82,0
12539,公務員懲戒委員會104年度單位預算(預算案),2015/03/19,1564,153,0
12540,臺灣南投地方檢察署年度預算案(按年),2015/03/06,1125,62,0
12545,臺灣新竹地方法院檢察署年度法定預算(按年),2015/03/06,1122,48,0
12546,臺灣雲林地方法院104年度預算,2015/03/06,1397,36,0
12548,臺灣雲林地方法院檢察署年度法定預算(按年),2015/03/06,886,35,0
12549,104年度行政院農業委員會農糧署及所屬單位預算,2016/11/11,920,34,0
12552,臺灣新竹地方檢察署年度預算案(按年),2015/03/06,1113,70,0
12553,臺灣桃園地方法院檢察署年度預算案(按年),2015/03/06,1210,68,0
12555,臺灣雲林地方法院檢察署年度預算案(按年),2015/03/06,1163,54,0
12556,臺灣臺東地方檢察署年度預算案(按年),2015/03/06,942,53,0
12557,臺灣臺北地方檢察署年度預算案(按年),2015/03/06,1115,53,0
12559,勞動部勞動力發展署及所屬預算概況,2015/03/06,1789,357,0
12560,國庫經辦行通訊錄一覽表,2015/03/11,1840,113,0
12561,臺灣高等法院花蓮分院檢察署年度法定預算(按年),2015/03/06,977,35,0
12562,臺灣高等法院花蓮分院檢察署年度預算案(按年),2015/03/06,1105,60,0
12563,經濟部礦務局_年度法定預算,2015/03/06,1573,380,0
12565,經濟部中小企業處_單位預算,2015/03/06,2017,331,0
12570,104年度健康照護基金附屬單位預算案,2015/03/06,1270,93,0
12571,104年度醫療發展基金附屬單位預算案,2015/03/06,1393,92,0
12572,104年度全民健康保險紓困基金附屬單位預算案,2015/03/06,1377,72,0
12573,104年度藥害救濟基金附屬單位預算案,2015/03/06,1368,94,0
12574,104年度菸害防制及衛生保健基金附屬單位預算案,2015/03/06,1255,86,0
12575,104年度預防接種受害救濟基金附屬單位預算案,2015/03/06,930,57,0
12576,104年度疫苗基金附屬單位預算案,2015/03/06,1105,58,0
12577,104年度食品安全保護基金附屬單位預算案,2015/03/06,1213,75,0
12578,105年度行政院農業委員會臺中區農業改良場會計報告,2016/11/11,1054,36,0
12579,臺灣南投地方法院104年度單位預算(預算案),2015/03/06,1229,47,0
12580,104原住民族委員會法定預算,2015/11/01,1236,49,0
12581,經濟部中小企業處_單位決算,2015/03/06,1772,178,0
12582,原住民族委員會文化園區管理局104年度法定預算,2015/11/01,1123,37,0
12583,104年度行政院農業委員會花蓮區農業改良場單位預算,2016/11/11,890,41,0
12584,國立海洋生物博物館104年度預算,2015/03/06,1113,102,0
12585,銓敘部104年度法定預算,2015/03/06,1766,89,0
12586,104年度行政院農業委員會農業試驗所單位預算,2016/11/17,1177,50,0
12591,中醫醫療機構負責醫師訓練管理系統,2015/09/01,3738,143,0
12592,衛生福利部社會及家庭署104年度法定預算,2015/03/18,1579,36,0
12594,106年度行政院農業委員會農業金融局單位預算,2016/11/10,1060,82,0
12596,公務人員退休撫卹基金管理委員會-104法定預算(XML),2015/03/06,1542,51,0
12597,國立自然科學博物館104年度預算案,2015/03/12,1278,58,0
12598,國史館104年度預算案,2015/03/06,1519,197,0
12599,104年度行政院農業委員會農業金融局單位預算,2016/11/17,1126,105,0
12600,104年度臺灣彰化地方法院單位預算,2015/03/06,1292,34,0
12601,104年度臺灣彰化地方法院單位預算案,2015/03/06,1198,26,0
12602,國軍退除役官兵輔導委員會104年度公務預算,2015/03/06,1393,60,0
12603,政府一、二級機關(含地方政府)全球資訊網網址,2015/03/06,1984,264,0
12604,國軍退除役官兵輔導委員會安置基金預算(104年度),2015/03/06,1129,28,0
12605,監察院104年度單位預算案,2015/03/06,1376,50,0
12606,銓敘部104年度預算案,2015/03/06,1664,120,0
12607,國軍退除役官兵輔導委員會醫療基金104年度法定預算,2015/03/06,1224,41,0
12608,104年度法官學院單位預算,2015/03/06,1402,73,0
12610,臺灣屏東地方法院104年度預算案,2015/03/06,1078,54,0
12611,公務人員退休撫卹基金管理委員會104年度單位預算案,2015/03/06,1371,29,0
12612,臺灣屏東地方法院104年度法定預算,2015/03/06,1049,56,0
12613,臺灣屏東地方檢察署年度法定預算(按年),2015/03/06,792,51,0
12614,臺灣屏東地方檢察署年度預算案(按年),2015/03/06,923,56,0
12615,臺灣臺南地方檢察署年度預算案(按年),2015/03/06,948,49,0
12616,經濟部國營事業委員會預算,2015/03/09,1217,85,0
12617,國民健康署104年公務法定預算,2015/03/06,1764,95,0
12620,行政院公營事業民營化基金104年度預算案,2015/03/06,980,48,0
12621,中央政府債務基金104年度附屬單位預算案,2015/03/06,1303,37,0
12622,地方建設基金104年度附屬單位預算案,2015/03/06,1138,46,0
12623,科技部單位預算及科發基金附屬單位預算表(預算案),2015/03/06,2571,183,0
12624,科技部單位預算及科發基金附屬單位預算表(法定預算),2015/03/06,2362,167,0
12625,臺灣高雄地方法院檢察署年度預算案(按年),2015/03/06,950,54,0
12626,國立海洋科技博物館106年度法定預算,2015/03/11,1072,46,0
12627,臺灣高雄少年及家事法院104年度單位預算案及單位預算,2015/03/06,1074,90,0
12630,臺灣苗栗地方法院檢察署年度法定預算(按年),2015/03/06,1036,46,0
12631,原住民族綜合發展基金104年度附屬單位預算案,2015/11/01,1170,37,0
12632,財政部中區國稅局預算案,2015/06/02,1722,287,0
12633,財政部北區國稅局單位決算書,2015/03/09,1552,141,0
12634,財政部關務署及所屬104年度單位預算案,2015/03/06,1200,51,0
12635,臺灣苗栗地方檢察署年度預算案(按年),2015/03/06,1070,66,0
12636,104年度醫療藥品基金附屬單位預算案-收支預算表,2015/03/06,1105,62,0
12638,104年度臺灣新北地方法院法定預算,2015/03/09,1135,97,0
12639,財政部北區國稅局國稅統計年報(近3年度),2015/03/09,1331,184,0
12641,104年度醫療藥品基金附屬單位預算案 -收支預算表,2015/03/06,1157,54,0
12642,104年度醫療藥品基金附屬單位預算案 -餘絀預計表,2015/03/06,1091,45,0
12643,104年度醫療藥品基金附屬單位預算案 -現金流量預計表,2015/03/06,1149,84,0
12644,內政部建築研究所年度法定預算,2015/03/11,1242,155,0
12645,104年度國家圖書館單位預算,2015/03/06,1457,60,0
12647,臺灣臺北地方法院104年度預算案及法定預算,2015/03/06,1148,58,0
12648,財政部中區國稅局及所屬單位決算,2015/03/06,1914,153,0
12651,104年度臺灣新北地方法院預算案,2015/03/09,1372,30,0
12652,財政部中區國稅局國稅統計年報(近3年度),2015/03/06,1397,169,0
12653,國立科學工藝博物館104年度預算案,2015/03/06,1333,124,0
12655,104年度行政院農業委員會林務局預算案,2016/11/10,1465,121,0
12656,司法院104年度法定預算,2015/03/06,2078,139,0
12657,司法院104年度預算案,2015/03/06,3302,892,1
12658,104年度交通部單位預算 (法定預算),2015/12/29,2325,144,0
12659,勞動部勞動及職業安全衛生研究所104年度單位預算,2015/03/10,1300,867,0
12660,國立教育廣播電臺預算案,2015/03/06,1313,104,0
12662,國立教育廣播電臺法定預算,2015/03/06,1324,68,0
12665,104年度社會福利基金附屬單位預算案,2015/03/18,880,86,0
12666,僑務委員會歷年預算書,2015/03/09,1725,185,0
12667,行政院海岸巡防署104年度預算案,2015/03/06,1244,46,0
12668,行政院海岸巡防署104年度法定預算,2015/03/06,1441,50,0
12669,行政院海岸巡防署海洋巡防總局104年度預算案,2015/03/06,1198,64,0
12670,行政院海岸巡防署海洋巡防總局104年度法定預算,2015/03/06,1146,77,0
12671,行政院海岸巡防署海岸巡防總局及所屬104年度法定預算,2015/03/06,1312,94,0
12672,僑務委員會辦理國家賠償事件收結統計,2015/03/09,1455,267,0
12673,行政院海岸巡防署海岸巡防總局及所屬104年度預算案,2015/03/06,1439,64,0
12674,103年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1463,110,0
12675,102年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,874,26,0
12676,102年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,750,25,0
12677,101年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1190,17,0
12678,101年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,996,20,0
12679,100年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,915,18,0
12680,100年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,857,23,0
12681,99年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,909,20,0
12682,99年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,857,39,0
12683,98年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,780,17,0
12684,98年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,864,63,0
12685,97年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,828,16,0
12686,97年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1006,36,0
12687,96年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1155,19,0
12688,96年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1079,22,0
12689,95年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1171,22,0
12690,95年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1004,40,0
12691,94年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1199,15,0
12692,94年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1109,27,0
12693,93年中醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,743,20,0
12694,93年中醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1046,22,0
12695,財政部高雄國稅局法定預算,2015/03/10,1245,109,0
12698,旅客運行李包裹部分運費雜費表,2015/12/29,1523,141,0
12699,貨物運價及雜費表,2015/12/29,1437,153,0
12700,貨物分等表,2015/12/29,1537,141,0
12701,財政部臺北國稅局國稅統計年刊(近3年度),2015/03/09,1744,170,0
12702,臺灣臺東地方法院104年度單位預算案,2015/03/09,1254,38,0
12703,財政部臺北國稅局預算案,2015/03/09,1411,171,0
12704,財政部臺北國稅局單位決算,2015/03/09,1434,167,0
12711,審計部法定預算,2015/03/09,1235,186,0
12712,審計部臺北市審計處法定預算,2015/03/09,1497,109,0
12713,審計部新北市審計處法定預算,2015/03/09,1732,110,1
12714,審計部桃園市審計處法定預算,2015/03/09,1810,118,0
12715,審計部臺中市審計處法定預算,2015/03/09,1596,76,0
12716,審計部臺南市審計處法定預算,2015/03/09,1118,51,0
12717,審計部高雄市審計處法定預算,2015/03/09,1535,93,0
12718,臺灣士林地方檢察署年度法定預算(按年),2015/03/09,882,37,0
12719,臺灣士林地方檢察署年度預算案(按年),2015/03/09,1367,57,0
12729,財政部北區國稅局預算案,2015/03/09,1409,165,0
12730,每月地震次數統計,2017/02/14,4594,25414,2
12732,經濟部中部辦公室法定預算,2015/03/11,1617,131,0
12734,經濟部中部辦公室預算,2015/03/11,2151,143,0
12735,財政部南區國稅局及所屬單位決算,2015/03/09,1774,191,0
12737,財政部南區國稅局預算案,2015/03/09,1679,204,0
12738,財政部南區國稅局國稅統計年報,2015/03/09,1413,291,0
12739,臺灣澎湖地方檢察署年度法定預算(按年),2015/03/09,714,34,0
12740,臺灣澎湖地方法院檢察署年度預算案(按年),2015/03/09,1183,59,0
12741,財政部北區國稅局最近5年度國家賠償事件處理情形統計表,2015/03/09,1716,92,0
12753,公務人員保障暨培訓委員會104年度預算案,2015/03/10,1232,62,0
12755,經濟部主管核能發電後端營運基金預算案主要表,2015/03/27,1676,191,0
12756,公務人員保障暨培訓委員會104年度法定預算,2015/03/10,1451,64,0
12759,104年度行政院農業委員會家畜衛生試驗所單位預算,2016/11/11,1038,29,0
12797,矯正署臺東監獄104年度預算案(XML),2015/03/10,1114,34,0
12805,財政部中區國稅局轄區內人口數、工商家數及各項申報統計,2015/03/10,2468,225,0
12806,財政部中區國稅局歷年支付或接受之補助,2015/03/10,1475,132,0
12818,即時交通事故資料(A1類),2015/03/09,19743,3926,9
12848,中央災害應變中心目前開設的專案及成立情形,2015/03/10,4498,575,0
12849,避難收容處所開設情形,2015/03/10,8313,1099,5
12850,104年度預算案主要表,2016/08/22,1362,75,0
12851,災情案件資料,2015/03/10,10758,2925,14
12879,審計工作概況,2018/05/12,1030,114,0
12894,財政部接受各界捐贈國庫款項明細表,2015/03/11,1165,49,0
12897,矯正署高雄看守所104年度預算案(XML),2015/03/11,935,34,0
12901,矯正署臺東看守所104年度預算案(XML),2015/03/11,826,29,0
12920,人事費彙計表,2015/03/10,2676,321,1
12921,公務車輛明細表,2015/03/10,1398,228,0
12922,各項費用彙計表,2015/03/10,1479,123,0
12923,委辦經費分析表,2015/03/10,2209,178,0
12924,派員出國計畫預算總表,2015/03/10,1468,118,0
12925,派員出國計畫類別表-考察,2015/03/10,926,77,0
12926,派員出國計畫類別表-進修,2015/03/10,1229,73,0
12927,派員出國計畫類別表-開會,2015/03/10,1392,83,0
12928,派員赴大陸計畫預算表,2015/03/10,1193,92,0
12929,捐助經費分析表,2015/03/10,1093,107,0
12930,歲入來源別預算表,2015/03/10,1294,100,0
12931,歲入項目說明提要表,2015/03/10,1203,83,0
12932,歲出用途別科目分析表,2015/03/10,1404,119,0
12933,歲出按職能及經濟性綜合分類表,2015/03/10,1509,111,0
12934,歲出計畫提要及分支計畫概況表,2015/03/10,1183,128,0
12935,歲出機關別預算表,2015/03/10,1120,77,0
12936,補助經費分析表,2015/03/10,1366,115,0
12937,資本支出分析表,2015/03/10,1669,149,0
12938,預算員額明細表,2015/03/10,1337,110,0
12939,辦公房舍明細表,2015/03/10,1199,78,0
12957,矯正署臺東少年觀護所104年度預算案(XML),2015/03/11,940,30,0
12982,國民旅遊卡特約商店名冊,2015/03/11,18644,2262,9
12999,資訊的力量(第3章)行政支援系統簡介,2015/03/12,1158,68,0
13000,法務部及所屬機關全球資訊網中文版網址資訊,2015/03/12,1056,69,0
13001,法務部及所屬機關全球資訊網行動版網址資訊,2015/03/12,1102,72,0
13002,法務部及所屬機關全球資訊網英文版網址資訊,2015/03/12,1265,76,0
13003,外交部領事事務局預決算,2015/03/11,1856,212,0
13005,交通部運輸研究所104年度單位預算(法定預算),2015/12/29,2060,162,0
13007,國民健康署104年基金預算案,2015/03/24,1288,65,0
13013,獄政管理資訊系統－重要應用系統簡介,2015/03/12,2654,139,0
13015,矯正資料庫查詢系統－重要應用系統簡介,2015/03/12,1337,72,0
13016,遠距接見及訊問排程應用系統－重要應用系統簡介,2015/03/12,1483,78,0
13022,組織及團體憑證唯一識別編碼,2015/03/17,2073,332,0
13023,一審支援檢察官辦案系統－重要應用系統簡介,2015/03/13,1761,106,0
13025,金融研訓院金融就業服務,2015/03/18,1199,67,0
13026,金融研訓院網路書店新書快訊,2015/03/18,957,82,0
13027,金融研訓院網路書店銀行家雜誌資訊,2015/03/18,1273,60,0
13028,金融研訓院網路書店證照測驗/就業/檢定書籍資訊,2015/03/18,1057,58,0
13030,104年度行政院農業委員會特有生物研究保育中心單位預算,2016/11/11,1199,43,0
13032,法務部及所屬機關iTaiwan無線網路服務熱點,2015/03/13,1196,79,0
13043,地政事務所轄區圖(TWD97_119分帶),2015/03/12,2463,366,0
13044,地政事務所轄區圖(TWD97_123分帶),2015/03/12,3154,167,1
13045,地政事務所轄區圖(TWD97經緯度),2015/03/12,2405,366,0
13047,地政事務所轄區圖(TWD97_121分帶),2015/03/12,2143,253,0
13053,歲入來源別科目編號表,2015/03/13,1732,96,0
13055,歲出政事別科目編號表,2015/03/13,1874,77,0
13057,歲出機關別科目編號表,2015/03/13,1411,71,0
13059,職能別分類編號表,2015/03/13,1833,139,0
13060,勞動部職業安全衛生署預算概況,2015/03/13,2104,487,0
13090,僑務委員會提供政府資訊收費標準表,2015/03/16,1563,249,0
13091,公益勸募受理捐贈辦理情形,2015/03/16,2486,323,0
13092,僑務委員會人民申請提供政府資訊案件統計,2015/03/16,1863,290,0
13093,僑務委員會委託研究計畫報告,2015/03/16,1319,150,0
13094,僑務委員會歷年採購案件,2015/03/16,1765,315,0
13095,103年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1817,120,0
13096,102年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1120,29,0
13097,102年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,939,58,0
13098,101年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,970,24,0
13099,101年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1109,23,0
13100,100年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1124,24,0
13101,100年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1203,21,0
13102,99年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1231,19,0
13103,99年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1216,29,0
13104,98年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1126,22,0
13105,98年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1131,32,0
13106,97年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1055,18,0
13107,97年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1064,27,0
13108,96年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1002,18,0
13109,96年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1049,15,0
13110,95年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1164,16,0
13111,95年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1081,28,0
13112,94年牙醫總額專業醫療服務品質指標統計報表-年報,2015/11/23,1017,19,0
13113,94年牙醫總額專業醫療服務品質指標統計報表-季報,2015/11/23,1022,21,0
13119,選舉資料庫(含選舉區資料),2015/03/16,35434,12673,20
13120,交通部臺灣鐵路管理局預算案主要表,2015/12/29,1931,212,0
13121,104年度行政院農業委員會特有生物研究保育中心單位預算案,2016/11/11,1398,26,0
13124,行政院104年度單位預算案,2015/03/16,1554,86,0
13125,行政院104年度單位預算,2015/03/16,1461,117,0
13132,鄉鎮市調解宣導資料,2015/04/07,1455,73,0
13133,鄉鎮市調解法令解釋彙編,2015/04/07,1651,99,0
13134,政府資訊公開法宣導資料,2015/04/07,1464,49,0
13135,法務資訊發展歷程,2015/03/17,1186,54,0
13136,法務資訊活化應用,2015/03/17,1095,54,0
13138,資訊的力量(第3章)刑事系統簡介-刑案資訊整合系統,2015/03/17,1225,108,0
13139,即時交通事故資料(A2類),2015/03/16,8216,2329,4
13143,第一屆「傑出碩博士犯罪防治研究論文獎」獲獎作品,2015/03/17,1549,46,0
13144,國有非公用財產標售不動產開標結果,2014/11/27,1043,164,0
13145,國有非公用財產預告標售不動產資訊,2014/11/27,1266,279,0
13146,國有非公用財產標售不動產未標脫資訊,2014/11/27,1015,166,0
13147,國有非公用財產標租不動產開標結果,2014/11/27,1010,166,0
13148,國有非公用財產預告標租不動產資訊,2014/11/27,949,191,0
13149,國有非公用財產標租不動產未標脫資訊,2014/11/27,870,113,0
13150,國有非公用財產招標設定地上權開標結果,2014/11/27,1080,157,0
13151,國有非公用財產招標設定地上權未標脫資訊,2014/11/27,835,163,0
13152,國有非公用房地未標脫資訊,2014/11/27,1087,117,0
13153,標售股票或其他有價證券資訊,2014/11/27,1179,121,0
13154,標售股票或其他有價證券開標結果,2014/11/27,1036,93,0
13155,標售股票或其他有價證券未標脫資訊,2014/11/27,973,125,0
13156,標售有限公司出資額資訊,2014/11/27,908,108,0
13157,標售有限公司出資額開標結果,2014/11/27,803,90,0
13158,標售有限公司出資額未標脫資訊,2014/11/27,857,70,0
13159,標售高爾夫球會員證、俱樂部會員證資訊,2014/11/27,929,143,0
13160,標售高爾夫球會員證、俱樂部會員證資訊開標結果,2014/11/27,1218,101,0
13161,標售高爾夫球會員證、俱樂部會員證資訊未標脫資訊,2014/11/27,1079,86,0
13162,國有非公用不動產擬改良利用資訊,2014/11/27,1173,120,0
13163,離島建設條例第9條第1項購回土地資訊,2015/06/29,1481,42,0
13164,法務部推動辦理更生人家庭支持服務方案,2015/03/17,1386,70,0
13166,犯罪資料統計數據,2015/03/16,13009,2756,5
13179,法務部100年度委託研究計畫-「更生人家庭支持系統建構之研究」成果報告書,2015/03/17,1194,41,0
13185,中油生技經銷商名單,2015/09/21,1165,77,0
13186,「更生人就業狀況調查」成果報告書,2015/03/17,2441,288,1
13187,溶劑類產品產品編號、名稱、包裝對照表,2015/09/21,1143,66,0
13189,法務部陳情請願疏處小組作業要點,2015/03/17,1455,66,0
13190,法務部簡介,2015/03/17,1739,66,1
13191,全國法規資料庫法規知識王競賽活動歷屆參賽學生數,2015/03/18,1273,72,0
13192,全國法規資料庫智慧查找案例,2015/03/18,1448,80,0
13193,主管法規共用系統領用清單,2015/03/18,1872,69,0
13194,法規名稱英譯統一標準,2015/03/18,1480,80,0
13195,全國法規資料庫創意教學競賽歷屆得獎作品,2015/03/18,1407,60,0
13198,書面之公共工程及採購契約目錄,2015/03/10,1339,62,0
13199,大陸委員會補(捐)助經費一覽表,2015/03/10,1535,111,0
13200,人民申請提供政府資訊案件統計表,2015/03/10,1322,81,0
13201,大陸委員會各處室內部保有及管理個人資料之項目彙整表,2015/03/10,1385,57,0
13203,辦理政策宣導相關之廣告彙整表,2015/03/10,1279,62,0
13204,「財團法人海峽交流基金會從業人員薪資處理原則」辦理情形一覽表_海基會,2015/03/10,3516,505,0
13205,財團法人海峽交流基金會之政府核派人員資料,2015/03/10,1520,131,0
13206,中央機關辦理國家賠償事件收結情形表,2015/03/10,1586,75,0
13207,修復式司法試行方案成效評估暨案件評估指標之研究,2015/03/24,1325,35,0
13208,法務部99年度「修復式正義理念運用於刑事司法制度之探討」委託研究成果報告書,2015/03/24,1399,48,0
13209,法務部推動「修復式司法試行方案」實施計畫,2015/03/24,1577,54,0
13213,財政部財政人員訓練所歷年來訓練班次及人數統計表,2015/03/18,1207,82,0
13215,南部科學園區管理局單位預算(預算案),2015/03/20,1717,133,0
13222,新制勞工退休基金投資運用情形,2015/03/20,1629,411,0
13223,勞工保險基金投資運用情形,2015/03/20,1575,317,0
13224,就業保險基金投資運用情形,2015/03/20,1466,280,0
13226,積欠工資墊償基金投資運用情形,2015/03/20,1428,228,0
13227,國民年金保險基金投資運用情形,2015/03/20,1177,262,0
